date,country,soe,arrivals,arrivals_male,arrivals_female,ISO3_code,Continent
2020-01-01,ABW,Kedah,0,0,0,ABW,Americas
2020-01-01,ABW,Pulau Pinang,0,0,0,ABW,Americas
2020-01-01,AFG,Johor,2,0,2,AFG,Asia
2020-01-01,AFG,Kedah,1,1,0,AFG,Asia
2020-01-01,AFG,Perlis,0,0,0,AFG,Asia
2020-01-01,AFG,Pulau Pinang,0,0,0,AFG,Asia
2020-01-01,AFG,Sarawak,0,0,0,AFG,Asia
2020-01-01,AFG,Selangor,180,161,19,AFG,Asia
2020-01-01,AGO,Johor,0,0,0,AGO,Africa
2020-01-01,AGO,Kedah,0,0,0,AGO,Africa
2020-01-01,AGO,Sabah,0,0,0,AGO,Africa
2020-01-01,AGO,Selangor,9,6,3,AGO,Africa
2020-01-01,AIA,Selangor,0,0,0,AIA,Americas
2020-01-01,ALB,Johor,35,17,18,ALB,Europe
2020-01-01,ALB,Kedah,6,4,2,ALB,Europe
2020-01-01,ALB,Perak,1,1,0,ALB,Europe
2020-01-01,ALB,Perlis,1,1,0,ALB,Europe
2020-01-01,ALB,Pulau Pinang,2,0,2,ALB,Europe
2020-01-01,ALB,Sabah,1,1,0,ALB,Europe
2020-01-01,ALB,Sarawak,1,1,0,ALB,Europe
2020-01-01,ALB,Selangor,62,31,31,ALB,Europe
2020-01-01,AND,Johor,0,0,0,AND,Europe
2020-01-01,AND,Kedah,0,0,0,AND,Europe
2020-01-01,AND,Perlis,0,0,0,AND,Europe
2020-01-01,AND,Pulau Pinang,0,0,0,AND,Europe
2020-01-01,AND,Selangor,5,3,2,AND,Europe
2020-01-01,ANT,Selangor,0,0,0,ANT,Africa
2020-01-01,ARE,Johor,22,14,8,ARE,Europe
2020-01-01,ARE,Kedah,4,3,1,ARE,Europe
2020-01-01,ARE,Kelantan,0,0,0,ARE,Europe
2020-01-01,ARE,Perak,0,0,0,ARE,Europe
2020-01-01,ARE,Perlis,0,0,0,ARE,Europe
2020-01-01,ARE,Pulau Pinang,4,3,1,ARE,Europe
2020-01-01,ARE,Sabah,0,0,0,ARE,Europe
2020-01-01,ARE,Sarawak,0,0,0,ARE,Europe
2020-01-01,ARE,Selangor,371,252,119,ARE,Europe
2020-01-01,ARG,Johor,221,133,88,ARG,Americas
2020-01-01,ARG,Kedah,304,148,156,ARG,Americas
2020-01-01,ARG,Kelantan,5,2,3,ARG,Americas
2020-01-01,ARG,Melaka,0,0,0,ARG,Americas
2020-01-01,ARG,Perak,0,0,0,ARG,Americas
2020-01-01,ARG,Perlis,20,11,9,ARG,Americas
2020-01-01,ARG,Pulau Pinang,5,2,3,ARG,Americas
2020-01-01,ARG,Sabah,3,1,2,ARG,Americas
2020-01-01,ARG,Sarawak,1,1,0,ARG,Americas
2020-01-01,ARG,Selangor,908,464,444,ARG,Americas
2020-01-01,ARG,W.P. Labuan,0,0,0,ARG,Americas
2020-01-01,ARM,Johor,5,2,3,ARM,Asia
2020-01-01,ARM,Kedah,3,1,2,ARM,Asia
2020-01-01,ARM,Kelantan,1,1,0,ARM,Asia
2020-01-01,ARM,Perak,2,0,2,ARM,Asia
2020-01-01,ARM,Perlis,0,0,0,ARM,Asia
2020-01-01,ARM,Pulau Pinang,1,1,0,ARM,Asia
2020-01-01,ARM,Sabah,0,0,0,ARM,Asia
2020-01-01,ARM,Sarawak,0,0,0,ARM,Asia
2020-01-01,ARM,Selangor,79,22,57,ARM,Asia
2020-01-01,ATA,Selangor,0,0,0,ATA,Antarctica
2020-01-01,ATG,Johor,6,3,3,ATG,Americas
2020-01-01,ATG,Kedah,0,0,0,ATG,Americas
2020-01-01,ATG,Pulau Pinang,0,0,0,ATG,Americas
2020-01-01,ATG,Sarawak,0,0,0,ATG,Americas
2020-01-01,ATG,Selangor,22,12,10,ATG,Americas
2020-01-01,AUS,Johor,8923,4980,3943,AUS,Oceania
2020-01-01,AUS,Kedah,1138,636,502,AUS,Oceania
2020-01-01,AUS,Kelantan,21,15,6,AUS,Oceania
2020-01-01,AUS,Melaka,10,7,3,AUS,Oceania
2020-01-01,AUS,Negeri Sembilan,0,0,0,AUS,Oceania
2020-01-01,AUS,Pahang,52,23,29,AUS,Oceania
2020-01-01,AUS,Perak,282,156,126,AUS,Oceania
2020-01-01,AUS,Perlis,115,64,51,AUS,Oceania
2020-01-01,AUS,Pulau Pinang,2617,1339,1278,AUS,Oceania
2020-01-01,AUS,Sabah,908,464,444,AUS,Oceania
2020-01-01,AUS,Sarawak,956,535,421,AUS,Oceania
2020-01-01,AUS,Selangor,36952,20700,16252,AUS,Oceania
2020-01-01,AUS,Terengganu,0,0,0,AUS,Oceania
2020-01-01,AUS,W.P. Labuan,24,17,7,AUS,Oceania
2020-01-01,AUT,Johor,242,159,83,AUT,Europe
2020-01-01,AUT,Kedah,170,97,73,AUT,Europe
2020-01-01,AUT,Kelantan,8,7,1,AUT,Europe
2020-01-01,AUT,Melaka,0,0,0,AUT,Europe
2020-01-01,AUT,Negeri Sembilan,0,0,0,AUT,Europe
2020-01-01,AUT,Pahang,0,0,0,AUT,Europe
2020-01-01,AUT,Perak,8,7,1,AUT,Europe
2020-01-01,AUT,Perlis,28,19,9,AUT,Europe
2020-01-01,AUT,Pulau Pinang,75,57,18,AUT,Europe
2020-01-01,AUT,Sabah,26,15,11,AUT,Europe
2020-01-01,AUT,Sarawak,18,13,5,AUT,Europe
2020-01-01,AUT,Selangor,904,585,319,AUT,Europe
2020-01-01,AUT,Terengganu,0,0,0,AUT,Europe
2020-01-01,AUT,W.P. Labuan,1,1,0,AUT,Europe
2020-01-01,AZE,Johor,6,5,1,AZE,Asia
2020-01-01,AZE,Kedah,9,8,1,AZE,Asia
2020-01-01,AZE,Kelantan,0,0,0,AZE,Asia
2020-01-01,AZE,Melaka,2,1,1,AZE,Asia
2020-01-01,AZE,Perlis,0,0,0,AZE,Asia
2020-01-01,AZE,Pulau Pinang,0,0,0,AZE,Asia
2020-01-01,AZE,Sabah,3,2,1,AZE,Asia
2020-01-01,AZE,Sarawak,3,1,2,AZE,Asia
2020-01-01,AZE,Selangor,159,89,70,AZE,Asia
2020-01-01,AZE,W.P. Labuan,1,1,0,AZE,Asia
2020-01-01,BDI,Pulau Pinang,0,0,0,BDI,Africa
2020-01-01,BDI,Sarawak,0,0,0,BDI,Africa
2020-01-01,BDI,Selangor,2,2,0,BDI,Africa
2020-01-01,BEL,Johor,265,171,94,BEL,Europe
2020-01-01,BEL,Kedah,140,80,60,BEL,Europe
2020-01-01,BEL,Kelantan,5,3,2,BEL,Europe
2020-01-01,BEL,Melaka,0,0,0,BEL,Europe
2020-01-01,BEL,Negeri Sembilan,0,0,0,BEL,Europe
2020-01-01,BEL,Pahang,0,0,0,BEL,Europe
2020-01-01,BEL,Perak,2,0,2,BEL,Europe
2020-01-01,BEL,Perlis,14,8,6,BEL,Europe
2020-01-01,BEL,Pulau Pinang,76,53,23,BEL,Europe
2020-01-01,BEL,Sabah,17,12,5,BEL,Europe
2020-01-01,BEL,Sarawak,15,12,3,BEL,Europe
2020-01-01,BEL,Selangor,1243,812,431,BEL,Europe
2020-01-01,BEL,W.P. Labuan,2,2,0,BEL,Europe
2020-01-01,BEN,Johor,0,0,0,BEN,Africa
2020-01-01,BEN,Kedah,0,0,0,BEN,Africa
2020-01-01,BEN,Perak,0,0,0,BEN,Africa
2020-01-01,BEN,Pulau Pinang,0,0,0,BEN,Africa
2020-01-01,BEN,Sabah,1,1,0,BEN,Africa
2020-01-01,BEN,Sarawak,0,0,0,BEN,Africa
2020-01-01,BEN,Selangor,6,5,1,BEN,Africa
2020-01-01,BFA,Perak,0,0,0,BFA,Africa
2020-01-01,BFA,Pulau Pinang,0,0,0,BFA,Africa
2020-01-01,BFA,Selangor,5,5,0,BFA,Africa
2020-01-01,BGD,Johor,5428,4954,474,BGD,Asia
2020-01-01,BGD,Kedah,72,35,37,BGD,Asia
2020-01-01,BGD,Kelantan,1,1,0,BGD,Asia
2020-01-01,BGD,Melaka,17,17,0,BGD,Asia
2020-01-01,BGD,Negeri Sembilan,0,0,0,BGD,Asia
2020-01-01,BGD,Pahang,1,1,0,BGD,Asia
2020-01-01,BGD,Perak,0,0,0,BGD,Asia
2020-01-01,BGD,Perlis,0,0,0,BGD,Asia
2020-01-01,BGD,Pulau Pinang,81,74,7,BGD,Asia
2020-01-01,BGD,Sabah,14,7,7,BGD,Asia
2020-01-01,BGD,Sarawak,167,151,16,BGD,Asia
2020-01-01,BGD,Selangor,21150,17904,3246,BGD,Asia
2020-01-01,BGD,W.P. Labuan,24,24,0,BGD,Asia
2020-01-01,BGR,Johor,73,49,24,BGR,Europe
2020-01-01,BGR,Kedah,68,32,36,BGR,Europe
2020-01-01,BGR,Kelantan,0,0,0,BGR,Europe
2020-01-01,BGR,Pahang,0,0,0,BGR,Europe
2020-01-01,BGR,Perak,0,0,0,BGR,Europe
2020-01-01,BGR,Perlis,1,1,0,BGR,Europe
2020-01-01,BGR,Pulau Pinang,2,1,1,BGR,Europe
2020-01-01,BGR,Sabah,3,2,1,BGR,Europe
2020-01-01,BGR,Sarawak,1,1,0,BGR,Europe
2020-01-01,BGR,Selangor,495,252,243,BGR,Europe
2020-01-01,BGR,W.P. Labuan,2,1,1,BGR,Europe
2020-01-01,BHR,Johor,7,4,3,BHR,Asia
2020-01-01,BHR,Kedah,5,3,2,BHR,Asia
2020-01-01,BHR,Kelantan,1,1,0,BHR,Asia
2020-01-01,BHR,Perlis,0,0,0,BHR,Asia
2020-01-01,BHR,Pulau Pinang,0,0,0,BHR,Asia
2020-01-01,BHR,Sabah,0,0,0,BHR,Asia
2020-01-01,BHR,Sarawak,4,4,0,BHR,Asia
2020-01-01,BHR,Selangor,454,260,194,BHR,Asia
2020-01-01,BHS,Johor,1,0,1,BHS,Americas
2020-01-01,BHS,Kedah,0,0,0,BHS,Americas
2020-01-01,BHS,Perak,0,0,0,BHS,Americas
2020-01-01,BHS,Sabah,1,1,0,BHS,Americas
2020-01-01,BHS,Sarawak,0,0,0,BHS,Americas
2020-01-01,BHS,Selangor,5,2,3,BHS,Americas
2020-01-01,BIH,Johor,9,4,5,BIH,Europe
2020-01-01,BIH,Kedah,10,6,4,BIH,Europe
2020-01-01,BIH,Perlis,0,0,0,BIH,Europe
2020-01-01,BIH,Pulau Pinang,3,3,0,BIH,Europe
2020-01-01,BIH,Sabah,0,0,0,BIH,Europe
2020-01-01,BIH,Sarawak,2,2,0,BIH,Europe
2020-01-01,BIH,Selangor,85,44,41,BIH,Europe
2020-01-01,BLR,Johor,19,10,9,BLR,Europe
2020-01-01,BLR,Kedah,42,19,23,BLR,Europe
2020-01-01,BLR,Kelantan,2,1,1,BLR,Europe
2020-01-01,BLR,Pahang,0,0,0,BLR,Europe
2020-01-01,BLR,Perak,0,0,0,BLR,Europe
2020-01-01,BLR,Perlis,0,0,0,BLR,Europe
2020-01-01,BLR,Pulau Pinang,16,8,8,BLR,Europe
2020-01-01,BLR,Sabah,10,7,3,BLR,Europe
2020-01-01,BLR,Sarawak,3,1,2,BLR,Europe
2020-01-01,BLR,Selangor,423,189,234,BLR,Europe
2020-01-01,BLR,W.P. Labuan,0,0,0,BLR,Europe
2020-01-01,BLZ,Johor,3,1,2,BLZ,Americas
2020-01-01,BLZ,Pulau Pinang,0,0,0,BLZ,Americas
2020-01-01,BLZ,Sarawak,0,0,0,BLZ,Americas
2020-01-01,BLZ,Selangor,7,4,3,BLZ,Americas
2020-01-01,BMU,Selangor,0,0,0,BMU,Americas
2020-01-01,BOL,Johor,6,2,4,BOL,Americas
2020-01-01,BOL,Kedah,0,0,0,BOL,Americas
2020-01-01,BOL,Melaka,0,0,0,BOL,Americas
2020-01-01,BOL,Perak,2,0,2,BOL,Americas
2020-01-01,BOL,Perlis,0,0,0,BOL,Americas
2020-01-01,BOL,Pulau Pinang,0,0,0,BOL,Americas
2020-01-01,BOL,Sabah,0,0,0,BOL,Americas
2020-01-01,BOL,Sarawak,0,0,0,BOL,Americas
2020-01-01,BOL,Selangor,30,15,15,BOL,Americas
2020-01-01,BRA,Johor,293,173,120,BRA,Americas
2020-01-01,BRA,Kedah,163,72,91,BRA,Americas
2020-01-01,BRA,Kelantan,1,0,1,BRA,Americas
2020-01-01,BRA,Melaka,0,0,0,BRA,Americas
2020-01-01,BRA,Pahang,0,0,0,BRA,Americas
2020-01-01,BRA,Perak,6,4,2,BRA,Americas
2020-01-01,BRA,Perlis,10,4,6,BRA,Americas
2020-01-01,BRA,Pulau Pinang,18,12,6,BRA,Americas
2020-01-01,BRA,Sabah,17,8,9,BRA,Americas
2020-01-01,BRA,Sarawak,17,9,8,BRA,Americas
2020-01-01,BRA,Selangor,1480,828,652,BRA,Americas
2020-01-01,BRA,W.P. Labuan,0,0,0,BRA,Americas
2020-01-01,BRB,Johor,1,1,0,BRB,Americas
2020-01-01,BRB,Kedah,0,0,0,BRB,Americas
2020-01-01,BRB,Perlis,0,0,0,BRB,Americas
2020-01-01,BRB,Pulau Pinang,0,0,0,BRB,Americas
2020-01-01,BRB,Selangor,10,3,7,BRB,Americas
2020-01-01,BRN,Johor,496,231,265,BRN,Asia
2020-01-01,BRN,Kedah,13,9,4,BRN,Asia
2020-01-01,BRN,Kelantan,10,6,4,BRN,Asia
2020-01-01,BRN,Melaka,0,0,0,BRN,Asia
2020-01-01,BRN,Pahang,0,0,0,BRN,Asia
2020-01-01,BRN,Perak,3,2,1,BRN,Asia
2020-01-01,BRN,Perlis,13,9,4,BRN,Asia
2020-01-01,BRN,Pulau Pinang,10,4,6,BRN,Asia
2020-01-01,BRN,Sabah,1023,499,524,BRN,Asia
2020-01-01,BRN,Sarawak,77835,43927,33908,BRN,Asia
2020-01-01,BRN,Selangor,6217,3079,3138,BRN,Asia
2020-01-01,BRN,W.P. Labuan,2881,1815,1066,BRN,Asia
2020-01-01,BTN,Johor,8,6,2,BTN,Asia
2020-01-01,BTN,Kedah,1,1,0,BTN,Asia
2020-01-01,BTN,Perak,0,0,0,BTN,Asia
2020-01-01,BTN,Perlis,0,0,0,BTN,Asia
2020-01-01,BTN,Pulau Pinang,2,0,2,BTN,Asia
2020-01-01,BTN,Sabah,0,0,0,BTN,Asia
2020-01-01,BTN,Sarawak,0,0,0,BTN,Asia
2020-01-01,BTN,Selangor,66,48,18,BTN,Asia
2020-01-01,BWA,Johor,2,2,0,BWA,Africa
2020-01-01,BWA,Kedah,0,0,0,BWA,Africa
2020-01-01,BWA,Perlis,0,0,0,BWA,Africa
2020-01-01,BWA,Pulau Pinang,0,0,0,BWA,Africa
2020-01-01,BWA,Sabah,0,0,0,BWA,Africa
2020-01-01,BWA,Sarawak,2,2,0,BWA,Africa
2020-01-01,BWA,Selangor,25,10,15,BWA,Africa
2020-01-01,CAF,Kedah,0,0,0,CAF,Africa
2020-01-01,CAF,Selangor,0,0,0,CAF,Africa
2020-01-01,CAN,Johor,2001,1124,877,CAN,Americas
2020-01-01,CAN,Kedah,320,178,142,CAN,Americas
2020-01-01,CAN,Kelantan,15,9,6,CAN,Americas
2020-01-01,CAN,Melaka,2,1,1,CAN,Americas
2020-01-01,CAN,Negeri Sembilan,0,0,0,CAN,Americas
2020-01-01,CAN,Pahang,0,0,0,CAN,Americas
2020-01-01,CAN,Perak,22,15,7,CAN,Americas
2020-01-01,CAN,Perlis,59,38,21,CAN,Americas
2020-01-01,CAN,Pulau Pinang,489,262,227,CAN,Americas
2020-01-01,CAN,Sabah,273,143,130,CAN,Americas
2020-01-01,CAN,Sarawak,544,303,241,CAN,Americas
2020-01-01,CAN,Selangor,5740,3274,2466,CAN,Americas
2020-01-01,CAN,Terengganu,0,0,0,CAN,Americas
2020-01-01,CAN,W.P. Labuan,13,11,2,CAN,Americas
2020-01-01,CCK,Selangor,0,0,0,CCK,Oceania
2020-01-01,CHE,Johor,426,264,162,CHE,Americas
2020-01-01,CHE,Kedah,288,159,129,CHE,Americas
2020-01-01,CHE,Kelantan,11,4,7,CHE,Americas
2020-01-01,CHE,Melaka,2,1,1,CHE,Americas
2020-01-01,CHE,Negeri Sembilan,0,0,0,CHE,Americas
2020-01-01,CHE,Pahang,1,1,0,CHE,Americas
2020-01-01,CHE,Perak,17,10,7,CHE,Americas
2020-01-01,CHE,Perlis,62,44,18,CHE,Americas
2020-01-01,CHE,Pulau Pinang,151,84,67,CHE,Americas
2020-01-01,CHE,Sabah,35,22,13,CHE,Americas
2020-01-01,CHE,Sarawak,33,17,16,CHE,Americas
2020-01-01,CHE,Selangor,1413,893,520,CHE,Americas
2020-01-01,CHE,W.P. Labuan,7,6,1,CHE,Americas
2020-01-01,CHL,Johor,57,26,31,CHL,Americas
2020-01-01,CHL,Kedah,54,30,24,CHL,Americas
2020-01-01,CHL,Kelantan,1,1,0,CHL,Americas
2020-01-01,CHL,Melaka,0,0,0,CHL,Americas
2020-01-01,CHL,Pahang,0,0,0,CHL,Americas
2020-01-01,CHL,Perak,0,0,0,CHL,Americas
2020-01-01,CHL,Perlis,7,3,4,CHL,Americas
2020-01-01,CHL,Pulau Pinang,19,6,13,CHL,Americas
2020-01-01,CHL,Sabah,1,0,1,CHL,Americas
2020-01-01,CHL,Sarawak,1,0,1,CHL,Americas
2020-01-01,CHL,Selangor,366,190,176,CHL,Americas
2020-01-01,CHN,Johor,92472,38137,54335,CHN,Asia
2020-01-01,CHN,Kedah,5069,2188,2881,CHN,Asia
2020-01-01,CHN,Kelantan,26,11,15,CHN,Asia
2020-01-01,CHN,Melaka,2,0,2,CHN,Asia
2020-01-01,CHN,Pahang,43,21,22,CHN,Asia
2020-01-01,CHN,Perak,236,89,147,CHN,Asia
2020-01-01,CHN,Perlis,136,72,64,CHN,Asia
2020-01-01,CHN,Pulau Pinang,10906,5180,5726,CHN,Asia
2020-01-01,CHN,Sabah,12574,5703,6871,CHN,Asia
2020-01-01,CHN,Sarawak,1192,446,746,CHN,Asia
2020-01-01,CHN,Selangor,163242,75519,87723,CHN,Asia
2020-01-01,CHN,Terengganu,0,0,0,CHN,Asia
2020-01-01,CHN,W.P. Labuan,60,30,30,CHN,Asia
2020-01-01,CIV,Johor,0,0,0,CIV,Africa
2020-01-01,CIV,Kedah,1,1,0,CIV,Africa
2020-01-01,CIV,Pulau Pinang,1,1,0,CIV,Africa
2020-01-01,CIV,Sabah,0,0,0,CIV,Africa
2020-01-01,CIV,Sarawak,0,0,0,CIV,Africa
2020-01-01,CIV,Selangor,36,27,9,CIV,Africa
2020-01-01,CMR,Johor,3,3,0,CMR,Africa
2020-01-01,CMR,Kedah,0,0,0,CMR,Africa
2020-01-01,CMR,Pulau Pinang,0,0,0,CMR,Africa
2020-01-01,CMR,Sabah,0,0,0,CMR,Africa
2020-01-01,CMR,Sarawak,1,1,0,CMR,Africa
2020-01-01,CMR,Selangor,33,23,10,CMR,Africa
2020-01-01,COD,Johor,0,0,0,COD,Africa
2020-01-01,COD,Pulau Pinang,0,0,0,COD,Africa
2020-01-01,COD,Sarawak,0,0,0,COD,Africa
2020-01-01,COD,Selangor,9,4,5,COD,Africa
2020-01-01,COG,Johor,1,1,0,COG,Africa
2020-01-01,COG,Kedah,0,0,0,COG,Africa
2020-01-01,COG,Selangor,2,2,0,COG,Africa
2020-01-01,COK,Selangor,0,0,0,COK,Oceania
2020-01-01,COL,Johor,28,17,11,COL,Americas
2020-01-01,COL,Kedah,0,0,0,COL,Americas
2020-01-01,COL,Perak,0,0,0,COL,Americas
2020-01-01,COL,Pulau Pinang,2,0,2,COL,Americas
2020-01-01,COL,Sabah,0,0,0,COL,Americas
2020-01-01,COL,Sarawak,0,0,0,COL,Americas
2020-01-01,COL,Selangor,217,114,103,COL,Americas
2020-01-01,COL,W.P. Labuan,0,0,0,COL,Americas
2020-01-01,COM,Johor,0,0,0,COM,Africa
2020-01-01,COM,Kedah,1,0,1,COM,Africa
2020-01-01,COM,Selangor,19,13,6,COM,Africa
2020-01-01,CPV,Johor,1,0,1,CPV,Africa
2020-01-01,CPV,Kedah,0,0,0,CPV,Africa
2020-01-01,CPV,Pulau Pinang,0,0,0,CPV,Africa
2020-01-01,CPV,Sabah,0,0,0,CPV,Africa
2020-01-01,CPV,Selangor,3,2,1,CPV,Africa
2020-01-01,CRI,Johor,9,6,3,CRI,Americas
2020-01-01,CRI,Kedah,1,1,0,CRI,Americas
2020-01-01,CRI,Perak,1,0,1,CRI,Americas
2020-01-01,CRI,Perlis,0,0,0,CRI,Americas
2020-01-01,CRI,Pulau Pinang,2,1,1,CRI,Americas
2020-01-01,CRI,Sabah,1,0,1,CRI,Americas
2020-01-01,CRI,Sarawak,0,0,0,CRI,Americas
2020-01-01,CRI,Selangor,73,44,29,CRI,Americas
2020-01-01,CUB,Johor,7,7,0,CUB,Europe
2020-01-01,CUB,Kedah,0,0,0,CUB,Europe
2020-01-01,CUB,Perlis,0,0,0,CUB,Europe
2020-01-01,CUB,Pulau Pinang,1,1,0,CUB,Europe
2020-01-01,CUB,Sabah,0,0,0,CUB,Europe
2020-01-01,CUB,Sarawak,0,0,0,CUB,Europe
2020-01-01,CUB,Selangor,40,21,19,CUB,Europe
2020-01-01,CYP,Johor,15,9,6,CYP,Americas
2020-01-01,CYP,Kedah,7,3,4,CYP,Americas
2020-01-01,CYP,Perak,0,0,0,CYP,Americas
2020-01-01,CYP,Perlis,0,0,0,CYP,Americas
2020-01-01,CYP,Pulau Pinang,4,2,2,CYP,Americas
2020-01-01,CYP,Sabah,0,0,0,CYP,Americas
2020-01-01,CYP,Sarawak,1,0,1,CYP,Americas
2020-01-01,CYP,Selangor,61,37,24,CYP,Americas
2020-01-01,CZE,Johor,163,99,64,CZE,Asia
2020-01-01,CZE,Kedah,492,251,241,CZE,Asia
2020-01-01,CZE,Kelantan,3,2,1,CZE,Asia
2020-01-01,CZE,Melaka,2,2,0,CZE,Asia
2020-01-01,CZE,Negeri Sembilan,0,0,0,CZE,Asia
2020-01-01,CZE,Perak,0,0,0,CZE,Asia
2020-01-01,CZE,Perlis,18,12,6,CZE,Asia
2020-01-01,CZE,Pulau Pinang,89,43,46,CZE,Asia
2020-01-01,CZE,Sabah,30,18,12,CZE,Asia
2020-01-01,CZE,Sarawak,15,8,7,CZE,Asia
2020-01-01,CZE,Selangor,966,559,407,CZE,Asia
2020-01-01,CZE,W.P. Labuan,5,4,1,CZE,Asia
2020-01-01,DEU,Johor,2320,1507,813,DEU,Africa
2020-01-01,DEU,Kedah,1336,695,641,DEU,Africa
2020-01-01,DEU,Kelantan,39,31,8,DEU,Africa
2020-01-01,DEU,Melaka,3,2,1,DEU,Africa
2020-01-01,DEU,Negeri Sembilan,1,1,0,DEU,Africa
2020-01-01,DEU,Pahang,12,7,5,DEU,Africa
2020-01-01,DEU,Perak,34,25,9,DEU,Africa
2020-01-01,DEU,Perlis,255,166,89,DEU,Africa
2020-01-01,DEU,Pulau Pinang,550,378,172,DEU,Africa
2020-01-01,DEU,Sabah,143,100,43,DEU,Africa
2020-01-01,DEU,Sarawak,241,156,85,DEU,Africa
2020-01-01,DEU,Selangor,6725,4268,2457,DEU,Africa
2020-01-01,DEU,Terengganu,0,0,0,DEU,Africa
2020-01-01,DEU,W.P. Labuan,14,9,5,DEU,Africa
2020-01-01,DJI,Johor,0,0,0,DJI,Europe
2020-01-01,DJI,Selangor,9,3,6,DJI,Europe
2020-01-01,DMA,Johor,9,7,2,DMA,Europe
2020-01-01,DMA,Kedah,0,0,0,DMA,Europe
2020-01-01,DMA,Pulau Pinang,0,0,0,DMA,Europe
2020-01-01,DMA,Sabah,6,5,1,DMA,Europe
2020-01-01,DMA,Sarawak,1,1,0,DMA,Europe
2020-01-01,DMA,Selangor,41,33,8,DMA,Europe
2020-01-01,DMA,W.P. Labuan,0,0,0,DMA,Europe
2020-01-01,DNK,Johor,349,236,113,DNK,Europe
2020-01-01,DNK,Kedah,416,205,211,DNK,Europe
2020-01-01,DNK,Kelantan,2,2,0,DNK,Europe
2020-01-01,DNK,Melaka,1,1,0,DNK,Europe
2020-01-01,DNK,Negeri Sembilan,0,0,0,DNK,Europe
2020-01-01,DNK,Pahang,0,0,0,DNK,Europe
2020-01-01,DNK,Perak,20,12,8,DNK,Europe
2020-01-01,DNK,Perlis,20,12,8,DNK,Europe
2020-01-01,DNK,Pulau Pinang,148,89,59,DNK,Europe
2020-01-01,DNK,Sabah,44,27,17,DNK,Europe
2020-01-01,DNK,Sarawak,16,10,6,DNK,Europe
2020-01-01,DNK,Selangor,1755,1049,706,DNK,Europe
2020-01-01,DNK,W.P. Labuan,1,1,0,DNK,Europe
2020-01-01,DOM,Johor,2,1,1,DOM,Africa
2020-01-01,DOM,Kedah,0,0,0,DOM,Africa
2020-01-01,DOM,Perak,0,0,0,DOM,Africa
2020-01-01,DOM,Perlis,1,1,0,DOM,Africa
2020-01-01,DOM,Pulau Pinang,0,0,0,DOM,Africa
2020-01-01,DOM,Sabah,1,1,0,DOM,Africa
2020-01-01,DOM,Sarawak,0,0,0,DOM,Africa
2020-01-01,DOM,Selangor,19,10,9,DOM,Africa
2020-01-01,DZA,Johor,27,23,4,DZA,Africa
2020-01-01,DZA,Kedah,18,12,6,DZA,Africa
2020-01-01,DZA,Kelantan,0,0,0,DZA,Africa
2020-01-01,DZA,Melaka,0,0,0,DZA,Africa
2020-01-01,DZA,Perak,0,0,0,DZA,Africa
2020-01-01,DZA,Perlis,3,1,2,DZA,Africa
2020-01-01,DZA,Pulau Pinang,9,6,3,DZA,Africa
2020-01-01,DZA,Sabah,1,1,0,DZA,Africa
2020-01-01,DZA,Sarawak,6,3,3,DZA,Africa
2020-01-01,DZA,Selangor,719,524,195,DZA,Africa
2020-01-01,DZA,W.P. Labuan,0,0,0,DZA,Africa
2020-01-01,ECU,Johor,26,9,17,ECU,Americas
2020-01-01,ECU,Kedah,2,1,1,ECU,Americas
2020-01-01,ECU,Perak,0,0,0,ECU,Americas
2020-01-01,ECU,Perlis,0,0,0,ECU,Americas
2020-01-01,ECU,Pulau Pinang,0,0,0,ECU,Americas
2020-01-01,ECU,Sabah,0,0,0,ECU,Americas
2020-01-01,ECU,Sarawak,2,0,2,ECU,Americas
2020-01-01,ECU,Selangor,77,38,39,ECU,Americas
2020-01-01,EGY,Johor,244,184,60,EGY,Americas
2020-01-01,EGY,Kedah,33,14,19,EGY,Americas
2020-01-01,EGY,Kelantan,4,4,0,EGY,Americas
2020-01-01,EGY,Melaka,0,0,0,EGY,Americas
2020-01-01,EGY,Pahang,0,0,0,EGY,Americas
2020-01-01,EGY,Perak,0,0,0,EGY,Americas
2020-01-01,EGY,Perlis,0,0,0,EGY,Americas
2020-01-01,EGY,Pulau Pinang,9,8,1,EGY,Americas
2020-01-01,EGY,Sabah,5,4,1,EGY,Americas
2020-01-01,EGY,Sarawak,87,53,34,EGY,Americas
2020-01-01,EGY,Selangor,2697,1661,1036,EGY,Americas
2020-01-01,EGY,Terengganu,0,0,0,EGY,Americas
2020-01-01,EGY,W.P. Labuan,0,0,0,EGY,Americas
2020-01-01,ERI,Johor,0,0,0,ERI,Asia
2020-01-01,ERI,Pulau Pinang,0,0,0,ERI,Asia
2020-01-01,ERI,Sabah,0,0,0,ERI,Asia
2020-01-01,ERI,Selangor,31,20,11,ERI,Asia
2020-01-01,ESP,Johor,490,291,199,ESP,Asia
2020-01-01,ESP,Kedah,358,180,178,ESP,Asia
2020-01-01,ESP,Kelantan,6,5,1,ESP,Asia
2020-01-01,ESP,Melaka,2,1,1,ESP,Asia
2020-01-01,ESP,Negeri Sembilan,0,0,0,ESP,Asia
2020-01-01,ESP,Pahang,1,1,0,ESP,Asia
2020-01-01,ESP,Perak,6,4,2,ESP,Asia
2020-01-01,ESP,Perlis,34,19,15,ESP,Asia
